pokedex_number,name,status,species,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,generation,type_number,type_1,type_2,egg_type_number,egg_type_1,egg_type_2
471,Glaceon,Normal,Fresh Snow Pokémon,0.79,25.9,2,Snow Cloak,,Ice Body,525,65,60,110,130,95,65,45.0,35.0,184.0,Medium Fast,87.5,35.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4,1,Ice,,1,Field,
472,Gliscor,Normal,Fang Scorp Pokémon,2.01,42.5,3,Hyper Cutter,Sand Veil,Poison Heal,510,75,95,125,45,75,95,30.0,70.0,179.0,Medium Slow,50.0,20.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4,2,Ground,Flying,1,Bug,
473,Mamoswine,Normal,Twin Tusk Pokémon,2.49,291.0,3,Oblivious,Snow Cloak,Thick Fat,530,110,130,80,70,60,80,50.0,70.0,239.0,Slow,50.0,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4,2,Ice,Ground,1,Field,
474,Porygon-Z,Normal,Virtual Pokémon,0.89,34.0,3,Adaptability,Download,Analytic,535,85,80,70,135,75,90,30.0,70.0,241.0,Medium Fast,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,1,Normal,,1,Mineral,
475,Gallade,Normal,Blade Pokémon,1.6,52.0,2,Steadfast,,Justified,518,68,125,65,65,115,80,45.0,35.0,233.0,Slow,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,4,2,Psychic,Fighting,2,Amorphous,Human-Like
475,Mega Gallade,Normal,Blade Pokémon,1.6,56.4,1,Inner Focus,,,618,68,165,95,65,115,110,45.0,35.0,278.0,Slow,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,4,2,Psychic,Fighting,1,Amorphous,
476,Probopass,Normal,Compass Pokémon,1.4,340.0,3,Sturdy,Magnet Pull,Sand Force,525,60,55,145,75,150,40,60.0,70.0,184.0,Medium Fast,50.0,20.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,4,2,Rock,Steel,1,Mineral,
477,Dusknoir,Normal,Gripper Pokémon,2.21,106.6,2,Pressure,,Frisk,525,45,100,135,65,135,45,45.0,35.0,236.0,Fast,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,4,1,Ghost,,1,Amorphous,
478,Froslass,Normal,Snow Land Pokémon,1.3,26.6,2,Snow Cloak,,Cursed Body,480,70,80,70,80,70,110,75.0,70.0,168.0,Medium Fast,0.0,20.0,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,4,2,Ice,Ghost,2,Fairy,Mineral
479,Rotom,Normal,Plasma Pokémon,0.3,0.3,1,Levitate,,,440,50,50,77,95,77,91,45.0,70.0,154.0,Medium Fast,,20.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,4,2,Electric,Ghost,1,Amorphous,
479,Heat Rotom,Normal,Plasma Pokémon,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,,20.0,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,4,2,Electric,Fire,1,Amorphous,
479,Wash Rotom,Normal,Plasma Pokémon,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,,20.0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,4,2,Electric,Water,1,Amorphous,
479,Frost Rotom,Normal,Plasma Pokémon,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,,20.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,0.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4,2,Electric,Ice,1,Amorphous,
479,Fan Rotom,Normal,Plasma Pokémon,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,4,2,Electric,Flying,1,Amorphous,
479,Mow Rotom,Normal,Plasma Pokémon,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,,20.0,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,4,2,Electric,Grass,1,Amorphous,
480,Uxie,Sub Legendary,Knowledge Pokémon,0.3,0.3,1,Levitate,,,580,75,75,130,75,130,95,3.0,140.0,261.0,Slow,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4,1,Psychic,,1,Undiscovered,
481,Mesprit,Sub Legendary,Emotion Pokémon,0.3,0.3,1,Levitate,,,580,80,105,105,105,105,80,3.0,140.0,261.0,Slow,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4,1,Psychic,,1,Undiscovered,
482,Azelf,Sub Legendary,Willpower Pokémon,0.3,0.3,1,Levitate,,,580,75,125,70,125,70,115,3.0,140.0,261.0,Slow,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4,1,Psychic,,1,Undiscovered,
483,Dialga,Legendary,Temporal Pokémon,5.41,683.0,2,Pressure,,Telepathy,680,100,120,120,150,100,90,3.0,0.0,306.0,Slow,,120.0,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,4,2,Steel,Dragon,1,Undiscovered,
484,Palkia,Legendary,Spatial Pokémon,4.19,336.0,2,Pressure,,Telepathy,680,90,120,100,150,120,100,3.0,0.0,306.0,Slow,,120.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,4,2,Water,Dragon,1,Undiscovered,
485,Heatran,Sub Legendary,Lava Dome Pokémon,1.7,430.0,2,Flash Fire,,Flame Body,600,91,90,106,130,106,77,3.0,100.0,270.0,Slow,50.0,10.0,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,4,2,Fire,Steel,1,Undiscovered,
486,Regigigas,Sub Legendary,Colossal Pokémon,3.71,420.0,1,Slow Start,,,670,110,160,110,80,110,100,3.0,0.0,302.0,Slow,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,1,Normal,,1,Undiscovered,
487,Giratina Altered Forme,Legendary,Renegade Pokémon,4.5,750.0,2,Pressure,,Telepathy,680,150,100,120,100,120,90,3.0,0.0,306.0,Slow,,120.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,4,2,Ghost,Dragon,1,Undiscovered,
487,Giratina Origin Forme,Legendary,Renegade Pokémon,6.91,650.0,1,Levitate,,,680,150,120,100,120,100,90,3.0,0.0,306.0,Slow,,120.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,4,2,Ghost,Dragon,1,Undiscovered,
488,Cresselia,Sub Legendary,Lunar Pokémon,1.5,85.6,1,Levitate,,,600,120,70,120,75,130,85,3.0,100.0,270.0,Slow,0.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4,1,Psychic,,1,Undiscovered,
489,Phione,Mythical,Sea Drifter Pokémon,0.41,3.1,1,Hydration,,,480,80,80,80,80,80,80,30.0,70.0,216.0,Slow,,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4,1,Water,,2,Fairy,Water 1
490,Manaphy,Mythical,Seafaring Pokémon,0.3,1.4,1,Hydration,,,600,100,100,100,100,100,100,3.0,70.0,270.0,Slow,,10.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4,1,Water,,2,Fairy,Water 1
491,Darkrai,Mythical,Pitch-Black Pokémon,1.5,50.5,1,Bad Dreams,,,600,70,90,90,135,90,125,3.0,0.0,270.0,Slow,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,4,1,Dark,,1,Undiscovered,
492,Shaymin Land Forme,Mythical,Gratitude Pokémon,0.2,2.1,1,Natural Cure,,,600,100,100,100,100,100,100,45.0,100.0,270.0,Medium Slow,,120.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,Grass,,1,Undiscovered,
492,Shaymin Sky Forme,Mythical,Gratitude Pokémon,0.41,5.2,1,Serene Grace,,,600,100,103,75,120,75,127,45.0,100.0,270.0,Medium Slow,,120.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4,2,Grass,Flying,1,Undiscovered,
493,Arceus,Mythical,Alpha Pokémon,3.2,320.0,1,Multitype,,,720,120,120,120,120,120,120,3.0,0.0,324.0,Slow,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,1,Normal,,1,Undiscovered,
494,Victini,Mythical,Victory Pokémon,0.41,4.0,1,Victory Star,,,600,100,100,100,100,100,100,3.0,100.0,270.0,Slow,,120.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,5,2,Psychic,Fire,1,Undiscovered,
495,Snivy,Normal,Grass Snake Pokémon,0.61,8.1,2,Overgrow,,Contrary,308,45,45,55,45,55,63,45.0,70.0,62.0,Medium Slow,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,Grass,,2,Field,Grass
496,Servine,Normal,Grass Snake Pokémon,0.79,16.0,2,Overgrow,,Contrary,413,60,60,75,60,75,83,45.0,70.0,145.0,Medium Slow,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,Grass,,2,Field,Grass
497,Serperior,Normal,Regal Pokémon,3.3,63.0,2,Overgrow,,Contrary,528,75,75,95,75,95,113,45.0,70.0,238.0,Medium Slow,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,Grass,,2,Field,Grass
498,Tepig,Normal,Fire Pig Pokémon,0.51,9.9,2,Blaze,,Thick Fat,308,65,63,45,45,45,45,45.0,70.0,62.0,Medium Slow,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5,1,Fire,,1,Field,
499,Pignite,Normal,Fire Pig Pokémon,0.99,55.5,2,Blaze,,Thick Fat,418,90,93,55,70,55,55,45.0,70.0,146.0,Medium Slow,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,5,2,Fire,Fighting,1,Field,
500,Emboar,Normal,Mega Fire Pig Pokémon,1.6,150.0,2,Blaze,,Reckless,528,110,123,65,100,65,65,45.0,70.0,238.0,Medium Slow,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,5,2,Fire,Fighting,1,Field,
501,Oshawott,Normal,Sea Otter Pokémon,0.51,5.9,2,Torrent,,Shell Armor,308,55,55,45,63,45,45,45.0,70.0,62.0,Medium Slow,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Water,,1,Field,
502,Dewott,Normal,Discipline Pokémon,0.79,24.5,2,Torrent,,Shell Armor,413,75,75,60,83,60,60,45.0,70.0,145.0,Medium Slow,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Water,,1,Field,
503,Samurott,Normal,Formidable Pokémon,1.5,94.6,2,Torrent,,Shell Armor,528,95,100,85,108,70,70,45.0,70.0,238.0,Medium Slow,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Water,,1,Field,
504,Patrat,Normal,Scout Pokémon,0.51,11.6,3,Run Away,Keen Eye,Analytic,255,45,55,39,35,39,42,255.0,70.0,51.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5,1,Normal,,1,Field,
505,Watchog,Normal,Lookout Pokémon,1.09,27.0,3,Illuminate,Keen Eye,Analytic,420,60,85,69,60,69,77,255.0,70.0,147.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5,1,Normal,,1,Field,
506,Lillipup,Normal,Puppy Pokémon,0.41,4.1,3,Vital Spirit,Pickup,Run Away,275,45,60,45,25,45,55,255.0,70.0,55.0,Medium Slow,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5,1,Normal,,1,Field,
507,Herdier,Normal,Loyal Dog Pokémon,0.89,14.7,3,Intimidate,Sand Rush,Scrappy,370,65,80,65,35,65,60,120.0,70.0,130.0,Medium Slow,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5,1,Normal,,1,Field,
508,Stoutland,Normal,Big-Hearted Pokémon,1.19,61.0,3,Intimidate,Sand Rush,Scrappy,500,85,110,90,45,90,80,45.0,70.0,225.0,Medium Slow,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5,1,Normal,,1,Field,
509,Purrloin,Normal,Devious Pokémon,0.41,10.1,3,Limber,Unburden,Prankster,281,41,50,37,50,37,66,255.0,70.0,56.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,5,1,Dark,,1,Field,
510,Liepard,Normal,Cruel Pokémon,1.09,37.5,3,Limber,Unburden,Prankster,446,64,88,50,88,50,106,90.0,70.0,156.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,5,1,Dark,,1,Field,
511,Pansage,Normal,Grass Monkey Pokémon,0.61,10.5,2,Gluttony,,Overgrow,316,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,Grass,,1,Field,
512,Simisage,Normal,Thorn Monkey Pokémon,1.09,30.5,2,Gluttony,,Overgrow,498,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,Grass,,1,Field,
513,Pansear,Normal,High Temp Pokémon,0.61,11.0,2,Gluttony,,Blaze,316,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5,1,Fire,,1,Field,
514,Simisear,Normal,Ember Pokémon,0.99,28.0,2,Gluttony,,Blaze,498,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5,1,Fire,,1,Field,
515,Panpour,Normal,Spray Pokémon,0.61,13.5,2,Gluttony,,Torrent,316,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Water,,1,Field,
516,Simipour,Normal,Geyser Pokémon,0.99,29.0,2,Gluttony,,Torrent,498,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Water,,1,Field,
517,Munna,Normal,Dream Eater Pokémon,0.61,23.3,3,Forewarn,Synchronize,Telepathy,292,76,25,45,67,55,24,190.0,70.0,58.0,Fast,50.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5,1,Psychic,,1,Field,
518,Musharna,Normal,Drowsing Pokémon,1.09,60.5,3,Forewarn,Synchronize,Telepathy,487,116,55,85,107,95,29,75.0,70.0,170.0,Fast,50.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5,1,Psychic,,1,Field,
519,Pidove,Normal,Tiny Pigeon Pokémon,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,255.0,70.0,53.0,Medium Slow,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,5,2,Normal,Flying,1,Flying,
520,Tranquill,Normal,Wild Pigeon Pokémon,0.61,15.0,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,120.0,70.0,125.0,Medium Slow,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,5,2,Normal,Flying,1,Flying,
521,Unfezant,Normal,Proud Pokémon,1.19,29.0,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,45.0,70.0,220.0,Medium Slow,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,5,2,Normal,Flying,1,Flying,
522,Blitzle,Normal,Electrified Pokémon,0.79,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,190.0,70.0,59.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Electric,,1,Field,
523,Zebstrika,Normal,Thunderbolt Pokémon,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,75.0,70.0,174.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Electric,,1,Field,
524,Roggenrola,Normal,Mantle Pokémon,0.41,18.0,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,255.0,70.0,56.0,Medium Slow,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5,1,Rock,,1,Mineral,
525,Boldore,Normal,Ore Pokémon,0.89,102.0,3,Sturdy,Weak Armor,Sand Force,390,70,105,105,50,40,20,120.0,70.0,137.0,Medium Slow,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5,1,Rock,,1,Mineral,
526,Gigalith,Normal,Compressed Pokémon,1.7,260.0,3,Sturdy,Sand Stream,Sand Force,515,85,135,130,60,80,25,45.0,70.0,232.0,Medium Slow,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5,1,Rock,,1,Mineral,
527,Woobat,Normal,Bat Pokémon,0.41,2.1,3,Unaware,Klutz,Simple,323,65,45,43,55,43,72,190.0,70.0,65.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5,2,Psychic,Flying,2,Field,Flying
528,Swoobat,Normal,Courting Pokémon,0.89,10.5,3,Unaware,Klutz,Simple,425,67,57,55,77,55,114,45.0,70.0,149.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5,2,Psychic,Flying,2,Field,Flying
529,Drilbur,Normal,Mole Pokémon,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,120.0,70.0,66.0,Medium Fast,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,5,1,Ground,,1,Field,
530,Excadrill,Normal,Subterrene Pokémon,0.71,40.4,3,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,60.0,70.0,178.0,Medium Fast,50.0,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,5,2,Ground,Steel,1,Field,
531,Audino,Normal,Hearing Pokémon,1.09,31.0,3,Healer,Regenerator,Klutz,445,103,60,86,60,86,50,255.0,70.0,390.0,Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5,1,Normal,,1,Fairy,
531,Mega Audino,Normal,Hearing Pokémon,1.5,32.0,1,Healer,,,545,103,60,126,80,126,50,255.0,70.0,425.0,Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,5,2,Normal,Fairy,1,Fairy,
532,Timburr,Normal,Muscular Pokémon,0.61,12.5,3,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35,180.0,70.0,61.0,Medium Slow,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,5,1,Fighting,,1,Human-Like,
533,Gurdurr,Normal,Muscular Pokémon,1.19,40.0,3,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40,90.0,70.0,142.0,Medium Slow,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,5,1,Fighting,,1,Human-Like,
534,Conkeldurr,Normal,Muscular Pokémon,1.4,87.0,3,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45,45.0,70.0,227.0,Medium Slow,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,5,1,Fighting,,1,Human-Like,
535,Tympole,Normal,Tadpole Pokémon,0.51,4.5,3,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64,255.0,70.0,59.0,Medium Slow,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,1,Water,,1,Water 1,
536,Palpitoad,Normal,Vibration Pokémon,0.79,17.0,3,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,120.0,70.0,134.0,Medium Slow,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,5,2,Water,Ground,1,Water 1,
537,Seismitoad,Normal,Vibration Pokémon,1.5,62.0,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,45.0,70.0,229.0,Medium Slow,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,5,2,Water,Ground,1,Water 1,
538,Throh,Normal,Judo Pokémon,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,45.0,70.0,163.0,Medium Fast,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,5,1,Fighting,,1,Human-Like,
